ADDRESS_DETAIL_PID,DATE_CREATED,ADDRESS_LABEL,ADDRESS_SITE_NAME,BUILDING_NAME,FLAT_TYPE,FLAT_NUMBER,LEVEL_TYPE,LEVEL_NUMBER,NUMBER_FIRST,NUMBER_LAST,LOT_NUMBER,STREET_NAME,STREET_TYPE,STREET_SUFFIX,LOCALITY_NAME,STATE,POSTCODE,LEGAL_PARCEL_ID,MB_CODE,ALIAS_PRINCIPAL,PRINCIPAL_PID,PRIMARY_SECONDARY,PRIMARY_PID,GEOCODE_TYPE,LONGITUDE,LATITUDE
GAOT_718446758,12-12-2022,"UNIT 2 4 KUNG WAI LANE, CHRISTMAS ISLAND OT 6798",,,UNIT,2,,,4,,,KUNG WAI,LANE,,CHRISTMAS ISLAND,OT,6798,P218346/304,90000123000,PRINCIPAL,,SECONDARY,GAOT_718447111,PROPERTY CENTROID,105.68000635,-10.4254291
GAOT_718446793,13-11-2012,"UNIT 10 38 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,UNIT,10,,,38,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P218309/296,90000122000,ALIAS,GAOT_717321415,SECONDARY,GAOT_717319980,PROPERTY CENTROID,105.68263539,-10.42215697
GAOT_718446794,13-11-2012,"UNIT 11 26 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,UNIT,11,,,26,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P194618/526,90000122000,PRINCIPAL,,SECONDARY,GAOT_718447113,PROPERTY CENTROID,105.68038605,-10.42371569
GAOT_718446796,13-11-2012,"UNIT 11 30 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,UNIT,11,,,30,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P194618/526,90000122000,PRINCIPAL,,SECONDARY,GAOT_718447115,PROPERTY CENTROID,105.68038605,-10.42371569
GAOT_718446815,13-11-2012,"UNIT 2 32 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,UNIT,2,,,32,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P194618/526,90000122000,PRINCIPAL,,SECONDARY,GAOT_718447116,PROPERTY CENTROID,105.68038605,-10.42371569
GAOT_718446826,13-11-2012,"UNIT 4 26 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,UNIT,4,,,26,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P194618/526,90000122000,PRINCIPAL,,SECONDARY,GAOT_718447113,PROPERTY CENTROID,105.68038605,-10.42371569
GAOT_718446829,13-11-2012,"UNIT 4 32 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,UNIT,4,,,32,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P194618/526,90000122000,PRINCIPAL,,SECONDARY,GAOT_718447116,PROPERTY CENTROID,105.68038605,-10.42371569
GAOT_718446849,13-11-2012,"UNIT 7 26 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,UNIT,7,,,26,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P194618/526,90000122000,PRINCIPAL,,SECONDARY,GAOT_718447113,PROPERTY CENTROID,105.68038605,-10.42371569
GAOT_718446866,13-11-2012,"UNIT 9 22 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,UNIT,9,,,22,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P219040/432,90000122000,PRINCIPAL,,SECONDARY,GAOT_717321440,PROPERTY CENTROID,105.67897997,-10.42447104
GAOT_718446868,13-11-2012,"UNIT 9 28 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,UNIT,9,,,28,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P194618/526,90000122000,PRINCIPAL,,SECONDARY,GAOT_718447114,PROPERTY CENTROID,105.68038605,-10.42371569
GAOT_718446872,13-11-2012,"UNIT 9 38 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,UNIT,9,,,38,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P218309/296,90000122000,ALIAS,GAOT_717321437,SECONDARY,GAOT_717319980,PROPERTY CENTROID,105.68263539,-10.42215697
GAOT_718446881,13-11-2012,"11 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,,,,,11,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P218165/269,90000122000,PRINCIPAL,,,,PROPERTY CENTROID,105.67820673,-10.42545619
GAOT_718446923,13-11-2012,"29C POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,,,,,29C,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,D100580/1011,90000112000,PRINCIPAL,,,,PROPERTY CENTROID,105.67814099,-10.42452163
GAOT_718446951,13-11-2012,"42D POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,,,,,42D,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,,90000122000,PRINCIPAL,,,,STREET LOCALITY,105.67981279,-10.42362862
GAOT_718446954,13-11-2012,"565 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,,,,,565,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,,90000122000,PRINCIPAL,,,,STREET LOCALITY,105.67981279,-10.42362862
GAOT_718446957,13-11-2012,"9 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,,,,,9,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P218165/269,90000122000,PRINCIPAL,,,,PROPERTY CENTROID,105.67820673,-10.42545619
GAOT_718446971,13-11-2012,"UNIT G7 568 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,UNIT,G7,,,568,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,,90000122000,PRINCIPAL,,SECONDARY,GAOT_718447124,STREET LOCALITY,105.67981279,-10.42362862
GAOT_718446984,13-11-2012,"UNIT 11 11A SAN CHYE LOH, CHRISTMAS ISLAND OT 6798",,,UNIT,11,,,11A,,,SAN CHYE LOH,,,CHRISTMAS ISLAND,OT,6798,P040592/627,90000122000,PRINCIPAL,,SECONDARY,GAOT_718447129,PROPERTY CENTROID,105.67821721,-10.42604763
GAOT_718447011,13-11-2012,"UNIT 4 11B SAN CHYE LOH, CHRISTMAS ISLAND OT 6798",,,UNIT,4,,,11B,,,SAN CHYE LOH,,,CHRISTMAS ISLAND,OT,6798,P040592/627,90000122000,PRINCIPAL,,SECONDARY,GAOT_718447130,PROPERTY CENTROID,105.67821721,-10.42604763
GAOT_718447021,13-11-2012,"UNIT 6 11B SAN CHYE LOH, CHRISTMAS ISLAND OT 6798",,,UNIT,6,,,11B,,,SAN CHYE LOH,,,CHRISTMAS ISLAND,OT,6798,P040592/627,90000122000,PRINCIPAL,,SECONDARY,GAOT_718447130,PROPERTY CENTROID,105.67821721,-10.42604763
GAOT_718447040,13-11-2012,"12 SIN SANG RD, CHRISTMAS ISLAND OT 6798",,,,,,,12,,,SIN SANG,ROAD,,CHRISTMAS ISLAND,OT,6798,P193868/509,90000102000,PRINCIPAL,,,,PROPERTY CENTROID,105.66864846,-10.43404977
GAOT_718447041,13-11-2012,"14 SIN SANG RD, CHRISTMAS ISLAND OT 6798",,,,,,,14,,,SIN SANG,ROAD,,CHRISTMAS ISLAND,OT,6798,P193868/509,90000102000,PRINCIPAL,,,,PROPERTY CENTROID,105.66864846,-10.43404977
GAOT_718447044,13-11-2012,"20 SIN SANG RD, CHRISTMAS ISLAND OT 6798",,,,,,,20,,,SIN SANG,ROAD,,CHRISTMAS ISLAND,OT,6798,P193868/509,90000102000,PRINCIPAL,,,,PROPERTY CENTROID,105.66864846,-10.43404977
GAOT_718447049,13-11-2012,"3B SUNG MIAW LOW, CHRISTMAS ISLAND OT 6798",,,,,,,3B,,,SUNG MIAW LOW,,,CHRISTMAS ISLAND,OT,6798,,90000102000,PRINCIPAL,,,,STREET LOCALITY,105.67371891,-10.4312186
GAOT_718447087,13-11-2012,"UNIT 6 6 TONG CHEE RD, CHRISTMAS ISLAND OT 6798",,,UNIT,6,,,6,,,TONG CHEE,ROAD,,CHRISTMAS ISLAND,OT,6798,P191299/317,90000111000,PRINCIPAL,,SECONDARY,GAOT_717321568,PROPERTY CENTROID,105.67355539,-10.42482121
GAOT_718447107,13-11-2012,"55 GAZE RD, CHRISTMAS ISLAND OT 6798",,,,,,,55,,,GAZE,ROAD,,CHRISTMAS ISLAND,OT,6798,D098170/1014,90000111000,ALIAS,GAOT_717321211,PRIMARY,,PROPERTY CENTROID,105.67468457,-10.41664448
GAOT_718447113,13-11-2012,"26 POON SAAN RD, CHRISTMAS ISLAND OT 6798",,,,,,,26,,,POON SAAN,ROAD,,CHRISTMAS ISLAND,OT,6798,P194618/526,90000122000,PRINCIPAL,,PRIMARY,,PROPERTY CENTROID,105.68038605,-10.42371569
GAOT_718594135,12-11-2013,"UNIT 3B 2 SUNG MIAW LOW, CHRISTMAS ISLAND OT 6798",,,UNIT,3B,,,2,,,SUNG MIAW LOW,,,CHRISTMAS ISLAND,OT,6798,P218163/259,90000102000,PRINCIPAL,,SECONDARY,GAOT_717321533,PROPERTY CENTROID,105.67366802,-10.4316416
GAOT_718709395,15-11-2016,"268 ANSON BAY RD, NORFOLK ISLAND OT 2899",,,,,,,268,,,ANSON BAY,ROAD,,NORFOLK ISLAND,OT,2899,3/113Q/33,90000700100,PRINCIPAL,,,,PROPERTY CENTROID,167.92410266,-29.01236633
GAOT_718709404,15-11-2016,"388 ANSON BAY RD, NORFOLK ISLAND OT 2899",,,,,,,388,,,ANSON BAY,ROAD,,NORFOLK ISLAND,OT,2899,32/98A/33,90000700100,PRINCIPAL,,,,PROPERTY CENTROID,167.92643988,-29.00332504
GAOT_718709405,15-11-2016,"3 ANSON BAY RD, NORFOLK ISLAND OT 2899",,,,,,,3,,,ANSON BAY,ROAD,,NORFOLK ISLAND,OT,2899,59/74B1/30,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.93064585,-29.04018458
GAOT_718709410,15-11-2016,"69 ANSON BAY RD, NORFOLK ISLAND OT 2899",,,,,,,69,,,ANSON BAY,ROAD,,NORFOLK ISLAND,OT,2899,3/142A/31,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.92196784,-29.03158414
GAOT_718709417,15-11-2016,"16 BERRYS LANE, NORFOLK ISLAND OT 2899",,,,,,,16,,,BERRYS,LANE,,NORFOLK ISLAND,OT,2899,31/145F/32,90000702200,PRINCIPAL,,,,PROPERTY CENTROID,167.92639067,-29.02868042
GAOT_718709420,15-11-2016,"454 BISHOP PATTESON RD, NORFOLK ISLAND OT 2899",,,,,,,454,,,BISHOP PATTESON,ROAD,,NORFOLK ISLAND,OT,2899,33/148B/32,90000702200,PRINCIPAL,,,,PROPERTY CENTROID,167.92928184,-29.02478626
GAOT_718709421,15-11-2016,"14 BUFFETTS RD, NORFOLK ISLAND OT 2899",,,,,,,14,,,BUFFETTS,ROAD,,NORFOLK ISLAND,OT,2899,90/10J4/1,90000708200,PRINCIPAL,,,,PROPERTY CENTROID,167.9873187,-29.03378489
GAOT_718709454,15-11-2016,"3 BUMBORA RD, NORFOLK ISLAND OT 2899",,,,,,,3,,,BUMBORA,ROAD,,NORFOLK ISLAND,OT,2899,27/163/20,90000708100,PRINCIPAL,,,,PROPERTY CENTROID,167.94362963,-29.04567744
GAOT_718709455,15-11-2016,"43 BUMBORA RD, NORFOLK ISLAND OT 2899",,,,,,,43,,,BUMBORA,ROAD,,NORFOLK ISLAND,OT,2899,59/77H/18,90000708100,PRINCIPAL,,,,PROPERTY CENTROID,167.94350746,-29.04839952
GAOT_718709467,15-11-2016,"86 BUMBORA RD, NORFOLK ISLAND OT 2899",,,,,,,86,,,BUMBORA,ROAD,,NORFOLK ISLAND,OT,2899,91/89P1/18,90000708100,PRINCIPAL,,,,PROPERTY CENTROID,167.94145174,-29.05270635
GAOT_718709470,15-11-2016,"94 BUMBORA RD, NORFOLK ISLAND OT 2899",,,,,,,94,,,BUMBORA,ROAD,,NORFOLK ISLAND,OT,2899,108/89Q10/18,90000708100,PRINCIPAL,,,,PROPERTY CENTROID,167.94038985,-29.05379845
GAOT_718709474,15-11-2016,"12 BURGLARS LANE, NORFOLK ISLAND OT 2899",,,,,,,12,,,BURGLARS,LANE,,NORFOLK ISLAND,OT,2899,33/24A3/26,90000707100,PRINCIPAL,,,,PROPERTY CENTROID,167.94716429,-29.03044698
GAOT_718709482,15-11-2016,"27 CALEBS LANE, NORFOLK ISLAND OT 2899",,,,,,,27,,,CALEBS,LANE,,NORFOLK ISLAND,OT,2899,19/161A/30,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.93199086,-29.04388481
GAOT_718709485,15-11-2016,"36 CALEBS LANE, NORFOLK ISLAND OT 2899",,,,,,,36,,,CALEBS,LANE,,NORFOLK ISLAND,OT,2899,17/74F1/30,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.93195049,-29.04251471
GAOT_718709500,15-11-2016,"13 CAPTAIN QUINTAL DR, NORFOLK ISLAND OT 2899",,,,,,,13,,,CAPTAIN QUINTAL,DRIVE,,NORFOLK ISLAND,OT,2899,49/161C1/30,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.93118912,-29.04611214
GAOT_718709504,15-11-2016,"7 CAPTAIN QUINTAL DR, NORFOLK ISLAND OT 2899",,,,,,,7,,,CAPTAIN QUINTAL,DRIVE,,NORFOLK ISLAND,OT,2899,54/161D4/30,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.92996662,-29.04649511
GAOT_718709505,15-11-2016,"85 CAPTAIN QUINTAL DR, NORFOLK ISLAND OT 2899",,,,,,,85,,,CAPTAIN QUINTAL,DRIVE,,NORFOLK ISLAND,OT,2899,8/74E 2/30,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.93472361,-29.04269311
GAOT_718709508,15-11-2016,"101 CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,101,,,CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,7/29O/12,90000703200,PRINCIPAL,,,,PROPERTY CENTROID,167.96866246,-29.03353141
GAOT_718709525,15-11-2016,"148 CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,148,,,CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,130/14I4/9,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.97024932,-29.02969009
GAOT_718709570,15-11-2016,"98B CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,98B,,,CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,53/30X/9,90000701000,PRINCIPAL,,,,PROPERTY CENTROID,167.97072853,-29.03366608
GAOT_718709575,15-11-2016,"2A CHRISTIANS LANE, NORFOLK ISLAND OT 2899",,,,,,,2A,,,CHRISTIANS,LANE,,NORFOLK ISLAND,OT,2899,2/43L/7,90000701000,PRINCIPAL,,,,PROPERTY CENTROID,167.97080422,-29.03720229
GAOT_718709582,15-11-2016,"100 COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,100,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,39/56H(REM)/5,90000700200,PRINCIPAL,,,,PROPERTY CENTROID,167.97359621,-29.05018032
GAOT_718709584,15-11-2016,"109A COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,109A,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,10/49E 3/3,90000701300,PRINCIPAL,,,,PROPERTY CENTROID,167.97887481,-29.04887716
GAOT_718709588,15-11-2016,"109E COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,109E,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,7/49C7/3,90000701300,PRINCIPAL,,,,PROPERTY CENTROID,167.97710099,-29.04766058
GAOT_718709609,15-11-2016,"21 COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,21,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,30/44E 8/7,90000707200,PRINCIPAL,,,,PROPERTY CENTROID,167.97078838,-29.04302696
GAOT_718709610,15-11-2016,"23 COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,23,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,31/44E 7/7,90000707200,PRINCIPAL,,,,PROPERTY CENTROID,167.97092202,-29.04321341
GAOT_718709612,15-11-2016,"25A COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,25A,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,32/44E 6/7,90000707200,PRINCIPAL,,,,PROPERTY CENTROID,167.97138043,-29.04280189
GAOT_718709616,15-11-2016,"33 COLLINS HEAD RD, NORFOLK ISLAND OT 2899",,,,,,,33,,,COLLINS HEAD,ROAD,,NORFOLK ISLAND,OT,2899,37/46I3/7,90000700300,PRINCIPAL,,,,PROPERTY CENTROID,167.97198194,-29.04409188
GAOT_718709644,15-11-2016,"24 CUTTERS CORN RD, NORFOLK ISLAND OT 2899",,,,,,,24,,,CUTTERS CORN,ROAD,,NORFOLK ISLAND,OT,2899,69/44E 13/7,90000707200,PRINCIPAL,,,,PROPERTY CENTROID,167.97209624,-29.04156841
GAOT_718709646,15-11-2016,"27 CUTTERS CORN RD, NORFOLK ISLAND OT 2899",,,,,,,27,,,CUTTERS CORN,ROAD,,NORFOLK ISLAND,OT,2899,102/44N7/7,90000707200,PRINCIPAL,,,,PROPERTY CENTROID,167.97083564,-29.04075977
GAOT_718709660,15-11-2016,"59 CUTTERS CORN RD, NORFOLK ISLAND OT 2899",,,,,,,59,,,CUTTERS CORN,ROAD,,NORFOLK ISLAND,OT,2899,106/43Q1/7,90000707200,PRINCIPAL,,,,PROPERTY CENTROID,167.97443628,-29.03921886
GAOT_718709668,15-11-2016,"10E DOUGLAS RD, NORFOLK ISLAND OT 2899",,,,,,,10E,,,DOUGLAS,ROAD,,NORFOLK ISLAND,OT,2899,44/35B17/27,90000705300,PRINCIPAL,,,,PROPERTY CENTROID,167.94149023,-29.03207321
GAOT_718709676,15-11-2016,"22 DOUGLAS RD, NORFOLK ISLAND OT 2899",,,,,,,22,,,DOUGLAS,ROAD,,NORFOLK ISLAND,OT,2899,29/58G9/28,90000705300,PRINCIPAL,,,,PROPERTY CENTROID,167.94247516,-29.03442377
GAOT_718709686,15-11-2016,"58 DOUGLAS RD, NORFOLK ISLAND OT 2899",,,,,,,58,,,DOUGLAS,ROAD,,NORFOLK ISLAND,OT,2899,12/150D/28,90000702200,PRINCIPAL,,,,PROPERTY CENTROID,167.93891342,-29.03333378
GAOT_718709696,15-11-2016,"20 DRIVER CHRISTIAN RD, NORFOLK ISLAND OT 2899",,,,,,,20,,,DRIVER CHRISTIAN,ROAD,,NORFOLK ISLAND,OT,2899,57/56M/5,90000700200,PRINCIPAL,,,,PROPERTY CENTROID,167.97459883,-29.05171845
GAOT_718709712,15-11-2016,"25 EDWARD YOUNG RD, NORFOLK ISLAND OT 2899",,,,,,,25,,,EDWARD YOUNG,ROAD,,NORFOLK ISLAND,OT,2899,44/40B44/15,90000701200,PRINCIPAL,,,,PROPERTY CENTROID,167.96319185,-29.03813725
GAOT_718709721,15-11-2016,"9 EDWARD YOUNG RD, NORFOLK ISLAND OT 2899",,,,,,,9,,,EDWARD YOUNG,ROAD,,NORFOLK ISLAND,OT,2899,67/40B65/15,90000701200,PRINCIPAL,,,,PROPERTY CENTROID,167.96190543,-29.03709457
GAOT_718709729,15-11-2016,"18 FLETCHER CHRISTIAN RD, NORFOLK ISLAND OT 2899",,,,,,,18,,,FLETCHER CHRISTIAN,ROAD,,NORFOLK ISLAND,OT,2899,47/40B48/15,90000701200,PRINCIPAL,,,,PROPERTY CENTROID,167.96456031,-29.03971475
GAOT_718709738,15-11-2016,"18 GRASSY RD, NORFOLK ISLAND OT 2899",,,,,,,18,,,GRASSY,ROAD,,NORFOLK ISLAND,OT,2899,13/23D/26,90000707100,PRINCIPAL,,,,PROPERTY CENTROID,167.94607996,-29.02980334
GAOT_718709769,15-11-2016,"5 GRASSY RD, NORFOLK ISLAND OT 2899",,,,,,,5,,,GRASSY,ROAD,,NORFOLK ISLAND,OT,2899,106/35C13/27,90000705300,PRINCIPAL,,,,PROPERTY CENTROID,167.94603362,-29.03151356
GAOT_718709772,15-11-2016,"6 GRASSY RD, NORFOLK ISLAND OT 2899",,,,,,,6,,,GRASSY,ROAD,,NORFOLK ISLAND,OT,2899,34/24K/26,90000707100,PRINCIPAL,,,,PROPERTY CENTROID,167.94669306,-29.03084968
GAOT_718709781,15-11-2016,"50-60 HARPERS RD, NORFOLK ISLAND OT 2899",,,,,,,50,60,,HARPERS,ROAD,,NORFOLK ISLAND,OT,2899,91/12E 1/11,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.96516361,-29.02484632
GAOT_718709789,15-11-2016,"48 HEADSTONE RD, NORFOLK ISLAND OT 2899",,,,,,,48,,,HEADSTONE,ROAD,,NORFOLK ISLAND,OT,2899,2/143/31,90000703100,PRINCIPAL,,,,PROPERTY CENTROID,167.92169926,-29.03593747
GAOT_718709794,15-11-2016,"104B J.E. RD, NORFOLK ISLAND OT 2899",,,,,,,104B,,,J.E.,ROAD,,NORFOLK ISLAND,OT,2899,43/138C2/24,90000706100,PRINCIPAL,,,,PROPERTY CENTROID,167.95740997,-29.02528569
GAOT_718709798,15-11-2016,"13 J.E. RD, NORFOLK ISLAND OT 2899",,,,,,,13,,,J.E.,ROAD,,NORFOLK ISLAND,OT,2899,4/25Q2/23,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.95675355,-29.02983021
GAOT_718709812,15-11-2016,"13 JOHN ADAMS RD, NORFOLK ISLAND OT 2899",,,,,,,13,,,JOHN ADAMS,ROAD,,NORFOLK ISLAND,OT,2899,13/40B13/15,90000701200,PRINCIPAL,,,,PROPERTY CENTROID,167.96122856,-29.03985144
GAOT_718709816,15-11-2016,"18 JOHN ADAMS RD, NORFOLK ISLAND OT 2899",,,,,,,18,,,JOHN ADAMS,ROAD,,NORFOLK ISLAND,OT,2899,21/40B21/15,90000701200,PRINCIPAL,,,,PROPERTY CENTROID,167.96245149,-29.03953582
GAOT_718709828,15-11-2016,"105 MARTINS RD, NORFOLK ISLAND OT 2899",,,,,,,105,,,MARTINS,ROAD,,NORFOLK ISLAND,OT,2899,104/34F1/2,90000702300,PRINCIPAL,,,,PROPERTY CENTROID,167.98946912,-29.04533818
GAOT_718709840,15-11-2016,"79 MARTINS RD, NORFOLK ISLAND OT 2899",,,,,,,79,,,MARTINS,ROAD,,NORFOLK ISLAND,OT,2899,177/47D3/2,90000702300,PRINCIPAL,,,,PROPERTY CENTROID,167.98613925,-29.04405265
GAOT_718709849,15-11-2016,"59B MATTS GROUND RD, NORFOLK ISLAND OT 2899",,,,,,,59B,,,MATTS GROUND,ROAD,,NORFOLK ISLAND,OT,2899,98/6E 1/9,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.9749854,-29.0295649
GAOT_718709854,15-11-2016,"59G MATTS GROUND RD, NORFOLK ISLAND OT 2899",,,,,,,59G,,,MATTS GROUND,ROAD,,NORFOLK ISLAND,OT,2899,26/159B/9,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.97811112,-29.02655525
GAOT_718709859,15-11-2016,"100 MIDDLEGATE RD, NORFOLK ISLAND OT 2899",,,,,,,100,,,MIDDLEGATE,ROAD,,NORFOLK ISLAND,OT,2899,38/79B/17,90000703300,PRINCIPAL,,,,PROPERTY CENTROID,167.95527864,-29.04722077
GAOT_718709877,15-11-2016,"62 MIDDLEGATE RD, NORFOLK ISLAND OT 2899",,,,,,,62,,,MIDDLEGATE,ROAD,,NORFOLK ISLAND,OT,2899,41/62G/17,90000703300,PRINCIPAL,,,,PROPERTY CENTROID,167.95998537,-29.04414058
GAOT_718709880,15-11-2016,"72 MIDDLEGATE RD, NORFOLK ISLAND OT 2899",,,,,,,72,,,MIDDLEGATE,ROAD,,NORFOLK ISLAND,OT,2899,88/62P2/17,90000703300,PRINCIPAL,,,,PROPERTY CENTROID,167.95903877,-29.04512654
GAOT_718709887,17-08-2016,"50 MILL ROAD (EXCL. FROM RESERVE), NORFOLK ISLAND OT 2899",,,,,,,50,,,MILL ROAD (EXCL. FROM RESERVE),,,NORFOLK ISLAND,OT,2899,82/15R1/9,90000701000,PRINCIPAL,,,,PROPERTY CENTROID,167.97535968,-29.03156569
GAOT_718709888,17-08-2016,"52 MILL ROAD (EXCL. FROM RESERVE), NORFOLK ISLAND OT 2899",,,,,,,52,,,MILL ROAD (EXCL. FROM RESERVE),,,NORFOLK ISLAND,OT,2899,83/15R2/9,90000701000,PRINCIPAL,,,,PROPERTY CENTROID,167.97723838,-29.03165481
GAOT_718709889,17-08-2016,"53 MILL ROAD (EXCL. FROM RESERVE), NORFOLK ISLAND OT 2899",,,,,,,53,,,MILL ROAD (EXCL. FROM RESERVE),,,NORFOLK ISLAND,OT,2899,17/14F/9,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.97408694,-29.03021843
GAOT_718709901,15-11-2016,"10 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,10,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,91/26B7/13,90000704200,PRINCIPAL,,,,PROPERTY CENTROID,167.95535119,-29.03370341
GAOT_718709905,15-11-2016,"116 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,116,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,62/28A3/12,90000704200,PRINCIPAL,,,,PROPERTY CENTROID,167.96308016,-29.02864217
GAOT_718709908,15-11-2016,"138 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,138,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,32/28A1/12,90000703200,PRINCIPAL,,,,PROPERTY CENTROID,167.96440835,-29.02928706
GAOT_718709917,15-11-2016,"157E NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,157E,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,42/12S1/11,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.96563321,-29.02620691
GAOT_718709920,15-11-2016,"162 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,162,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,30/28C/12,90000703200,PRINCIPAL,,,,PROPERTY CENTROID,167.96607014,-29.02919398
GAOT_718709923,15-11-2016,"167 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,167,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,113/13V2/11,90000706200,PRINCIPAL,,,,PROPERTY CENTROID,167.96694341,-29.02597727
GAOT_718709931,15-11-2016,"17 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,17,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,19/25X8/23,90000707300,PRINCIPAL,,,,PROPERTY CENTROID,167.95400337,-29.03296642
GAOT_718709939,15-11-2016,"28 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,28,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,89/26R3/13,90000704200,PRINCIPAL,,,,PROPERTY CENTROID,167.95555824,-29.03263004
GAOT_718709946,15-11-2016,"36 NEW CASCADE RD, NORFOLK ISLAND OT 2899",,,,,,,36,,,NEW CASCADE,ROAD,,NORFOLK ISLAND,OT,2899,37/26Q/13,90000704200,PRINCIPAL,,,,PROPERTY CENTROID,167.95630394,-29.03251891
