,Unnamed: 0,SiteId,SiteRef,SiteOpenIssueId,IssueID,Issue Type,AMSAssetRef,IssueDescription,IssueCreated,RiskRating,WorkRequired,ResidualRisk,Status,Comments,S/P No,PDS I/P No,FixedDate,address_tower_id,AssetRef,RaisedBy,ResolutionComments,ResolvedbyProject,SiteName,TelstraAddressID,Asset Owner CompanyName,OpExEstimate,CapExEstimate,ReviewDate,DateLastUpdated,_LastEditDate,_CreatedDate,UserLastUpdated,ResourcesNeeded,CreatedbyProject,PMProjectRef,CorrosionRegionType,WindRegionType,StructureClassCode,Height,StructureInstallationDate,Latitude,Longitude,PaintingType,Land_Elevation,distance_km
623,4646,2994,SA002994,17532,SA002994-2,Planned Maintenance,SA002994_STR_1,Adaptor mount to Monopole bolts have medium corrosion,2016-05-26,2D - PM2 - 12 Months,"Replace bolts with 9 x M18 (8.8), minimum 80mm long (IRM 202 fixed issue).",1A - MON,FXD,Legacy Status: PM2,SP30084456 WO3002,12/04/2019 12:00:00 AM,2020-05-12,229246_1,STR_1,ross.neilsonh@kordia.com.au,,,CHRISTIES BEACH CENTRE,229246,AMPLITEL,,,,Jun 16 2020  3:34PM,,,IRM@excelriggingservices.com.au,,,,E (Very High),A,POLE STEEL,23.8,2007-08-06,-35.13982,138.47247,NOT PAINTED,13.43190765380859,0.2509678643770753
624,4647,2994,SA002994,17537,SA002994-7,Planned Maintenance,SA002994_STR_1,Adaptor mount to Monopole bolts have light corrosion.,2012-05-15,2B - MON,"montitor the condition of the bolts with 9 x M18 (8.8), minium 80mm long",2B - MON,FXD,Legacy Status: MON,SP20151614 WO3000,22/02/2012 12:00:00 AM,2016-05-09,229246_1,STR_1,ross.neilsonh@kordia.com.au,,,CHRISTIES BEACH CENTRE,229246,AMPLITEL,,,,May 26 2016  9:39AM,,,ross.neilsonh@kordia.com.au,,,,E (Very High),A,POLE STEEL,23.8,2007-08-06,-35.13982,138.47247,NOT PAINTED,13.43190765380859,0.2509678643770753
625,4648,3008,SA003008,17603,SA003008-1,Planned Maintenance,SA003008_STR_1,1. Inspect Telstra's plant and equipment in accordance with EDMS document AUD-7777 - 010623 F03 TIER-2 POLE INSPECTION.,2016-04-10,2D - PM2 - 12 Months,1. Inspect Telstra's plant and equipment in accordance with EDMS document AUD-7777 - 010623 F03 TIER-2 POLE INSPECTION. 2. Complete a new Radio Structure Corrosion Report to comprehensively detail the severity of corrosion damage on the tower. Every element of the tower is to be inspected. 3. Email the completed IRM inspection report to: ~ Michael Armour at michael.c.armour@team.telstra.com.Note ~ Completed inspection reports [emails] must be no greater than 10 Meg in size. Send multiple emails if needed.4. Install missing Site/RF signage are required.  5. Enter a FIXED date against all completed maintenance issues in CANRAD and archive photos pertaining to the issues.6. Forward a copy of Network Deliveries Repair Advice to Towers Infrastructure Management Email: michael.c.armour@team.telstra.com.,1A - MON,FXD,Legacy Status: NID,SP14000181 WO0002,10/04/2016 12:00:00 AM,2016-07-01,230728_1,STR_1,michael.c.armour@team.telstra.com,,,MURRAY BRIDGE CENTRAL,230728,AMPLITEL,,,,Jul 31 2016  9:26PM,,,IRM@excelriggingservices.com.au,,,,C (Medium),A,POLE STEEL,30.0,2006-05-17,-35.11989,139.27228,NOT PAINTED,35.18537902832031,60.35358268744561
626,4649,3070,SA003070,45565,SA003070-7,Routine Maintenance,SA003070_STR_1,Structure base suffering surface/light corrosion,2022-10-11,4B - PM3 - 4 Years,Treat (wire brush and apply protective coating of cold gal) to surface corrosion outbreaks base of the structure.,1E - NSV,PM3,,,,,234935_1,STR_1,Debby Kirkwood,,,BROMPTON,234935,AMPLITEL,,,2026-10-10,,,2022-10-11,,,,,B (Low),A,POLE STEEL,25.0,2006-07-07,-34.89457,138.57831,ENVIRONMENT / AESTHETIC,13.33603763580322,9.237840869315248
627,4650,3165,SA003165,18051,SA003165-4,Planned Maintenance,SA003165_STR_1,Light corrosion on A7 and A8 Radome cover shroad spring  clamp brackets. Antennas are Comelit THP 12-071SWB Solid Parabolic.,2020-12-04,2C - PM4 - 5 Years,"L brackets that support stainless spring bolt corroding and beginning to affect shroad clamp they are bolted to. Unable to treat,  monitor next inspection. To replace Antennas are Comelit THP 12-071SWB Solid Parabolic.IRM_271120_REF:025/026, ServeCo issue",2B - MON,PM4,Legacy Status: PM4,,,2023-02-09,244387_1,STR_1,shaun.o'malley@kordia.com.au,,,BISCUIT FLAT CMTS,244387,AMPLITEL,,,2025-08-25,Feb  9 2023  3:55PM,2023-02-09,,Adam Jaggard,,,,C (Medium),A,MAST GUYED,60.0,2007-08-02,-37.072503223,140.111289771,NOT PAINTED,30.9853515625,28.741105793821827
628,4651,3204,SA003204,55424,SA003204-9,Routine Maintenance,SA003204_STR_1,Nil Grout between Leg Base Plate and concrete.,2024-08-19,3B - PM4 - 5 Years,IRM_250724: NIL Corrosion detected on threads. TFP to asses if Grout required.,1A - MON,PM4,,,,,247596_1,STR_1,Shaun Omalley,,,TEROWIE CMTS,247596,AMPLITEL,,,2029-08-18,,,2024-08-19,,,,,B (Low),A,MAST GUYED,60.0,2007-04-11,-33.079086687,138.932884777,NOT PAINTED,580.9677124023438,82.75248945825408
629,4652,3204,SA003204,18160,SA003204-4,Planned Maintenance,SA003204_STR_1,"Corrosion treatment to plit pins,",2012-05-15,1A - MON,replace on next inspection (18 split pins required),1A - MON,FXD,Legacy Status: NSV,SP30084456 WO3002,12/04/2019 12:00:00 AM,2019-09-13,247596_1,STR_1,ross.neilsonh@kordia.com.au,,,TEROWIE CMTS,247596,AMPLITEL,500,,,Nov 27 2019 11:45AM,,,ross.neilsonh@kordia.com.au,,,,B (Low),A,MAST GUYED,60.0,2007-04-11,-33.079086687,138.932884777,NOT PAINTED,580.9677124023438,82.75248945825408
630,4653,3205,SA003205,43017,SA003205-4,Planned Maintenance,SA003205_STR_1,Light corrosion mast leg hold down bolts,2022-08-15,4B - PM3 - 4 Years,Treat (wire brush and apply protective coating of cold gal) to mast leg hold down bolts showing signs of light corrosion at drone IRM 11-5-2022.,2C - PM4 - 5 Years,PM3,,,,,247662_1,STR_1,Debby Kirkwood,,,COOKE PLAINS,247662,AMPLITEL,,,2026-08-14,Aug 15 2022  9:13AM,2022-08-15,2022-08-15,Debby Kirkwood,,,,C (Medium),A,MAST GUYED,60.0,2007-08-20,-35.406225349,139.599337784,NOT PAINTED,10.24240016937256,52.84069485399183
631,4654,3206,SA003206,18165,SA003206-3,Planned Maintenance,SA003206_STR_1,"Surface corrosion to earth strap on  ST, RS and TR Legs.",2020-11-24,2C - PM4 - 5 Years,"Treated with Wire brush and Galmet, Monitor condition next inspection.IRM_211020_REF:023",2B - MON,PM4,Legacy Status: PM4,,,,247680_1,STR_1,shaun.o'malley@kordia.com.au,,,TINTINARA EAST,247680,AMPLITEL,,,2025-08-15,Aug  3 2023  2:51PM,2023-08-03,,Christopher Prause,,,,C (Medium),A,TOWER STEEL,40.0,2007-08-15,-35.937377778,140.132344444,NOT PAINTED,40.28778076171875,53.38347707846474
632,4655,3225,SA003225,47109,SA003225-5,Minor Maintenance,SA003225_STR_1,"Corrosion can be seen between Tower base plate and grouting, on Leg facing hut.  Pilot has wire brush & cold galv spray the location.RPAS IRM 21-11-22.",2023-01-26,2B - MON,"Investigate the corrosion staining occurring between the tower leg base plate and grout (ST leg, nearest the equipment shelter) at next inspection.",1A - MON,MON,,,,,249323_1,STR_1,Debby Kirkwood,,,WELLINGTON EAST,249323,AMPLITEL,,,,Apr  8 2024 10:32AM,2024-04-08,2023-01-26,Adam Jaggard,,,,C (Medium),A,TOWER STEEL,45.0,2008-05-19,-35.3418884,139.4027089,AVIATION,20.52791786193848,46.998760298005976
633,4656,3425,SA003425,18730,SA003425-2,Planned Maintenance,SA003425_STR_1,Optus Dish Bracket Suffering light Corrosion,2021-02-03,2C - PM4 - 5 Years,"Work Required:~AJ, 3/2/21, Issue reported to Marcelle.Church@optus.com.au. FXD_IRM_120121_REF:026",2B - MON,FXD,Legacy Status: PM4,,,2021-02-03,258136_1,STR_1,shaun.o'malley@kordia.com.au,,,ENCOUNTER BAY WEST CMTS,258136,AMPLITEL,,,,,,,,,,,C (Medium),A,POLE CONCRETE,30.0,2011-07-01,-35.57683,138.58358,NOT PAINTED,113.0819931030273,1.3628291680805356
634,4657,3439,SA003439,18757,SA003439-3,Planned Maintenance,SA003439_STR_1,"Structure body, brace members,splice bolts, ladder showing signs of suffering light corrosion 0 - 30.5 mtrs",2018-02-27,4B - PM3 - 4 Years,"IRM_130122- Monitor corrosion levels, will require  more detailed corrosion Inspection of entire structure in future.",2A - MON,PM3,Legacy Status: MON,,,,255085_2,STR_1,ross.neilsonh@kordia.com.au,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,2026-01-13,Aug  3 2023  2:54PM,2023-08-03,,Christopher Prause,,,,C (Medium),A,TOWER STEEL,38.1,2003-12-11,-35.609839,138.160149,NOT PAINTED,326.41845703125,4.515358704085008
635,4658,3439,SA003439,18767,SA003439-13,Planned Maintenance,SA003439_STR_1,"F4, and F5 outer sheath has surface corrosion",2005-02-14,2A - MON,Monitor the corrosion on feeders F4and F5 outer sheaths.,2A - MON,FXD,Legacy Status: MON,SP10008902 WO0012,26/08/2005 12:00:00 AM,2006-02-27,255085_2,STR_1,Vicki.Schluter@team.telstra.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Apr  3 2006  1:54PM,,,con.sevastidis@team.telstra.com,,,,C (Medium),A,TOWER STEEL,38.1,2003-12-11,-35.609839,138.160149,NOT PAINTED,326.41845703125,4.515358704085008
636,4659,3439,SA003439,40513,SA003439-33,Planned Maintenance,SA003439_STR_1,Back to Back unistrut suffering surface/light  Corrosion @ Weld joins 0-30m,2022-04-14,2C - PM4 - 5 Years,"Unistrut travelling up centre of structure. Could be wire brushed/galmeted, or paint schedule 231 for more permanent fix.",2A - MON,PM4,,,,,255085_2,STR_1,Shaun O'malley,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Aug  3 2023  2:54PM,2023-08-03,2022-04-14,Christopher Prause,,,,C (Medium),A,TOWER STEEL,38.1,2003-12-11,-35.609839,138.160149,NOT PAINTED,326.41845703125,4.515358704085008
637,4660,3439,SA003439,18766,SA003439-12,Planned Maintenance,SA003439_STR_1,A7 vertical panning azimuth has surface corrosion,2005-02-14,4B - PM3 - 4 Years,"Remove the surface corrosion on A7 vertical azimuth arm and paint with relevant Australian Standards coating, then wrap with Denso tape.",4B - PM3 - 4 Years,FXD,Legacy Status: PM3,SP10008902 WO0012,26/08/2005 12:00:00 AM,2006-02-27,255085_2,STR_1,Vicki.Schluter@team.telstra.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Apr  3 2006  1:54PM,,,con.sevastidis@team.telstra.com,,,,C (Medium),A,TOWER STEEL,38.1,2003-12-11,-35.609839,138.160149,NOT PAINTED,326.41845703125,4.515358704085008
638,4661,3439,SA003439,18768,SA003439-14,Planned Maintenance,SA003439_STR_1,A4 mounting arrangement has patches of light to medium corrosion,2005-02-14,4C - TFP / PM3 - 18 Months,Repalce A4 mount that has light to medium corrosion.,2A - MON,FXD,Legacy Status: PM2,SP10008902 WO0012,26/08/2005 12:00:00 AM,2006-05-05,255085_2,STR_1,Vicki.Schluter@team.telstra.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,May 12 2006  1:28PM,,,con.sevastidis@team.telstra.com,,,,C (Medium),A,TOWER STEEL,38.1,2003-12-11,-35.609839,138.160149,NOT PAINTED,326.41845703125,4.515358704085008
639,4662,3439,SA003439,18765,SA003439-11,Planned Maintenance,SA003439_STR_1,A13 azimuth arm support has surface corrosion.,2005-02-14,4B - PM3 - 4 Years,Repair the surface corrosion on A13 azimuth arm support by wire brushing and applying Zinc Enriched Paint.,4B - PM3 - 4 Years,FXD,Legacy Status: PM3,SP10008902 WO0012,26/08/2005 12:00:00 AM,2006-02-27,255085_2,STR_1,Vicki.Schluter@team.telstra.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Apr  3 2006  1:54PM,,,con.sevastidis@team.telstra.com,,,,C (Medium),A,TOWER STEEL,38.1,2003-12-11,-35.609839,138.160149,NOT PAINTED,326.41845703125,4.515358704085008
640,4663,3439,SA003439,18763,SA003439-9,Planned Maintenance,SA003439_STR_1,A10 mounting bolts have medium corrosion.,2005-02-14,4B - PM3 - 4 Years,"Recover A10 and mounting arrangement including medium corroded mounting bolts. A10 is an old, disused TOMS link to Kangaroo Island.",1A - MON,FXD,Legacy Status: PM3,SP10008902 WO0012,26/08/2005 12:00:00 AM,2006-02-27,255085_2,STR_1,Vicki.Schluter@team.telstra.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Apr  3 2006  1:54PM,,,con.sevastidis@team.telstra.com,,,,C (Medium),A,TOWER STEEL,38.1,2003-12-11,-35.609839,138.160149,NOT PAINTED,326.41845703125,4.515358704085008
641,4664,3439,SA003439,18759,SA003439-5,Planned Maintenance,SA003439_STR_2,Tower 1 vertical gantry member support bolts have medium corrosion.,2005-02-14,4C - TFP / PM3 - 18 Months,Replace all the corroded bolts on the vertical gantry of tower 1. 150 x Unistrut M12 with spring nuts. Refer to additional photo DEME_032.jpg,4C - TFP / PM3 - 18 Months,FXD,Legacy Status: PM2,SP10008902 WO0012,26/08/2005 12:00:00 AM,2006-05-05,255085_1,STR_2,Vicki.Schluter@team.telstra.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,May 12 2006  1:28PM,,,con.sevastidis@team.telstra.com,,,,C (Medium),A,TOWER STEEL,30.5,2002-05-24,-35.609939,138.160189,NOT PAINTED,325.8631591796875,4.507506419303482
642,4665,3439,SA003439,18762,SA003439-8,Planned Maintenance,SA003439_STR_2,Tower 1 ladder rungs have surface corrosion,2005-02-14,2A - MON,Monitor the corrosion on the ladder rungs of tower 1.,2A - MON,FXD,Legacy Status: MON,SP10008902 WO0012,26/08/2005 12:00:00 AM,2006-02-27,255085_1,STR_2,Vicki.Schluter@team.telstra.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Apr  3 2006  1:54PM,,,con.sevastidis@team.telstra.com,,,,C (Medium),A,TOWER STEEL,30.5,2002-05-24,-35.609939,138.160189,NOT PAINTED,325.8631591796875,4.507506419303482
643,4666,3439,SA003439,40514,SA003439-34,Planned Maintenance,SA003439_STR_2,"Structure angle braces, splice bolts showing signs of suffering surface corrosion 0 - 38 mtrs",2022-04-14,2C - PM4 - 5 Years,Monitor corrosion levels next inspection.,2A - MON,PM4,,,,,255085_1,STR_2,Shaun O'malley,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Aug  3 2023  2:54PM,2023-08-03,2022-04-14,Christopher Prause,,,,C (Medium),A,TOWER STEEL,30.5,2002-05-24,-35.609939,138.160189,NOT PAINTED,325.8631591796875,4.507506419303482
644,4667,3439,SA003439,18784,SA003439-30,Planned Maintenance,SA003439_STR_2,Light/Medium corrosion present. All items inspected & all corrosion recorded (Structure 1 & 2),2012-09-05,3C - PM3 - 2 Years,"Replace bolts, hangers, unistrut components on horriz / vert gantries.~AJ,5/10/16, Corrosion Report reviewed",4C - TFP / PM3 - 18 Months,FXD,Legacy Status: PM3,SP20151614 WO1000,19/09/2010 12:00:00 AM,2016-10-09,255085_1,STR_2,ross.neilsonh@kordia.com.au,,,DELAMERE RADIO - SA,255085,AMPLITEL,3000,,,Oct  5 2016 12:08PM,,,Adam.K.Jaggard@team.telstra.com,,,,C (Medium),A,TOWER STEEL,30.5,2002-05-24,-35.609939,138.160189,NOT PAINTED,325.8631591796875,4.507506419303482
645,4668,3439,SA003439,18761,SA003439-7,Planned Maintenance,SA003439_STR_2,Ladder Barrell guard splice bolt on tower 1 has heavy corrosion,2005-02-14,2D - PM2 - 12 Months,Repair the surface corrosion on the Ladder barrell guard of tower 1 by wire brushing and applying Zinc Enriched Paint. Also replace 1 x 10mm x 30mm caphead splice bolt.,1B - MON,FXD,Legacy Status: PM3,SP10008902 WO0012,26/08/2005 12:00:00 AM,2006-02-27,255085_1,STR_2,Vicki.Schluter@team.telstra.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Apr  3 2006  1:54PM,,,con.sevastidis@team.telstra.com,,,,C (Medium),A,TOWER STEEL,30.5,2002-05-24,-35.609939,138.160189,NOT PAINTED,325.8631591796875,4.507506419303482
646,4669,3439,SA003439,18778,SA003439-24,Planned Maintenance,SA003439_STR_2,CORRODED SPARE FEEDERS,2008-10-10,4B - PM3 - 4 Years,REMOVE SPARE FEEDERS F4 AND F5 FROM STRUCTURE AS THE FLEXABLE STEEL CABLE THEY ARE IN HAS MEDIUM TO HEAVY CORROSION,1A - MON,FXD,Legacy Status: PM3,,,2011-02-08,255085_1,STR_2,michael.black@au.abb.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Mar 10 2011  2:38PM,,,Adam.K.Jaggard@team.telstra.com,,,,C (Medium),A,TOWER STEEL,30.5,2002-05-24,-35.609939,138.160189,NOT PAINTED,325.8631591796875,4.507506419303482
647,4670,3439,SA003439,18781,SA003439-27,Planned Maintenance,SA003439_STR_2,CORRODED GANTRY COVER,2008-10-10,2C - PM4 - 5 Years,REPLACE 1 X 1200 X 900 FLAT GAL SHEET ON GANTRY AS THE EXISTING COVER HAS HEAVEY CORROSION (CUT TO SUIT ON SITE),1A - MON,FXD,Legacy Status: PM4,,,2011-02-08,255085_1,STR_2,michael.black@au.abb.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Mar 10 2011  2:38PM,,,Adam.K.Jaggard@team.telstra.com,,,,C (Medium),A,TOWER STEEL,30.5,2002-05-24,-35.609939,138.160189,NOT PAINTED,325.8631591796875,4.507506419303482
648,4671,3439,SA003439,18779,SA003439-25,Planned Maintenance,SA003439_STR_2,CORRODED ANTENNA MOUNTING HARDWARE,2008-10-10,4B - PM3 - 4 Years,"ANTENNAS A2,A14,A17, & A18 U BOLTS SUPPORTING OMNI DIRECTIONAL PANNING ROD REQUIRE REPLACEMENT DUE TO MEDIUM CORROSION 8 U BOLTS REQUIRED AND OUTAGE REQUIRED TO REPLACE",1A - MON,FXD,Legacy Status: PM3,,,2011-02-08,255085_1,STR_2,michael.black@au.abb.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Mar 10 2011  2:29PM,,,Adam.K.Jaggard@team.telstra.com,,,,C (Medium),A,TOWER STEEL,30.5,2002-05-24,-35.609939,138.160189,NOT PAINTED,325.8631591796875,4.507506419303482
649,4672,3439,SA003439,18760,SA003439-6,Planned Maintenance,SA003439_STR_2,Bracing at the 30m level on tower 1 has surface corrosion,2005-02-14,4B - PM3 - 4 Years,Repair the surface corrosion on bracing of tower 1 at the 30m level( top of the ladder) by wire brushing and applying Zinc Enriched Paint.,4B - PM3 - 4 Years,FXD,Legacy Status: PM3,SP10008902 WO0012,26/08/2005 12:00:00 AM,2006-02-27,255085_1,STR_2,Vicki.Schluter@team.telstra.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Apr  3 2006  1:54PM,,,con.sevastidis@team.telstra.com,,,,C (Medium),A,TOWER STEEL,30.5,2002-05-24,-35.609939,138.160189,NOT PAINTED,325.8631591796875,4.507506419303482
650,4673,3439,SA003439,18777,SA003439-23,Planned Maintenance,SA003439_STR_2,"Both structures 1 and 2, from GL to top of structure have surface corrosion to 90% of the structure",2008-08-26,1D - NSV,Monitor condition of structures at next inspection.,1D - NSV,FXD,Legacy Status: MON,,,2011-02-08,255085_1,STR_2,joe.sweeney@au.abb.com,,,DELAMERE RADIO - SA,255085,AMPLITEL,,,,Mar 10 2011  2:28PM,,,Adam.K.Jaggard@team.telstra.com,,,,C (Medium),A,TOWER STEEL,30.5,2002-05-24,-35.609939,138.160189,NOT PAINTED,325.8631591796875,4.507506419303482
651,4674,3641,SA003641,19168,SA003641-2,Planned Maintenance,SA003641_STR_1,Earth strap from pole suffering Light/medium corrosion,2021-04-20,2B - MON,"Dig down and check level of corrosion  next site inspection, monitor and report on condition. IRM_231020_REF:023.  RPAS IRM 11-11-22 straps continue to suffer from medium corrosion.  Treated at inspection.Repair Advise - Completed 11.10.2023Scope Completed:• Repaired existing structure base Earth & Earth point on Monopole.",2A - MON,MON,Legacy Status: PM4,,,2023-12-19,11863_1,STR_1,shaun.o'malley@kordia.com.au,,,CARPENTER ROCKS EXCHANGE,11863,AMPLITEL,,,,Dec 19 2023  1:28PM,2023-12-19,,Adam Jaggard,,,,E (Very High),A,POLE CONCRETE,40.0,2010-03-30,-37.916089105,140.40629995,NOT PAINTED,6.343005657196045,0.184393957750614
652,4675,3641,SA003641,46199,SA003641-6,Routine Maintenance,SA003641_STR_1,Bolts & steel works connecting lower and upper pole body at 10m height suffering from surface to light corrosion,2022-11-16,5C - PM2 - 12 Months,"PDS 50037127, SP30104204, FY24 ARCHOS PLANNED MAINTENANCE PROGRAM – Amplitel. Treat (wire brush and apply protective coating of cold gal) to hold down bolts at structure joint approx 10m.  Continue to monitor the corrosion staining at the joint. Repair Advise - Completed 11.10.23Original Scope: • Wire brush power tool clean the corroded areas and Refurbish in accordance with Amplitel - TP013ST01 Protective Coatings Standard (Coating Schedule 122),• Repair bird proofing at the top of the pole. • Check the pole base grout for corrosion Stanning and Efflorescence leaching.  • Complete a Tier 2 Inspection report. Scope Completed:• Sourced 45m Boom Lift and established exclusion zone.• Power Washed Monopole Footing and foundation.• Remediated existing Structure Base• Repaired existing structure base Earth & Earth point on Monopole.• Remediated Monopole connecting lower and upper pole body at 10m height.• Repair bird proofing at top of Structure.• Replaced faded Private Property Sign with New Notes:• Redundant Toilet to be removed from site.• Shelter Base suffering Heavy corrosion.• Compound Fencing & Gate to be upgraded.• Existing Damaged Telstra P6 & P9 Pits to be replaced.",1C - MON,PM2,,30104204,50037127,2023-12-19,11863_1,STR_1,Debby Kirkwood,,,CARPENTER ROCKS EXCHANGE,11863,AMPLITEL,,,2023-11-16,Dec 19 2023  1:27PM,2023-12-19,2022-11-16,Adam Jaggard,,,,E (Very High),A,POLE CONCRETE,40.0,2010-03-30,-37.916089105,140.40629995,NOT PAINTED,6.343005657196045,0.184393957750614
653,4676,3653,SA003653,45588,SA003653-2,Routine Maintenance,SA003653_STR_1,Inside the base of the structure climbing ladder suffering from light (possibly medium corrosion),2022-10-12,4B - PM3 - 4 Years,Treat (wire brush and apply protective coating of cold gal) to the inside of the base of the structure climbing ladder where it is suffering light/medium corrosion. NOTE: Fixed at inspection 2023.  Issue closed. DK.,1E - NSV,PM3,,,,2024-02-06,274733_1,STR_1,Debby Kirkwood,,,ASHTON,274733,AMPLITEL,,,2026-10-11,Feb  6 2024  3:17PM,2024-02-06,2022-10-12,Debby Kirkwood,,,,B (Low),A,TOWER STEEL,43.4,2010-04-29,-34.92263,138.75119,NOT PAINTED,581.8489379882812,22.45734625158018
654,4677,3661,SA003661,46645,SA003661-8,Routine Maintenance,SA003661_STR_1,"Surface corrosion on Guy swages attached at leg RS(30m), leg TR(55m) & leg ST(30m & 55m)",2023-01-12,5B - PM3 - 3 Years,"Treat (wire brush and apply protective coating of cold gal) to surface corrosion on guy take off swages RS(30m), leg TR(55m) & leg ST(30m & 55m)",2B - MON,PM3,,,,,275093_1,STR_1,Debby Kirkwood,,,MACGILLIVRAY CMTS,275093,AMPLITEL,,,2026-01-11,,,2023-01-12,,,,,E (Very High),A,MAST GUYED,60.0,2010-06-08,-35.773670397,137.554068601,ENVIRONMENT / AESTHETIC,100.3004302978516,5.410733780977033
655,4678,3670,SA003670,19225,SA003670-4,Planned Maintenance,SA003670_STR_1,Corrosion forming on structure base where grout is falling away,2022-01-16,2A - MON,Monitor the corrosion forming on the strucutre base where grout is falling away from the base.,2A - MON,MON,Legacy Status: MON,,,,12390_1,STR_1,IRM@excelriggingservices.com.au,,,STIRLING NORTH EXCHANGE CMTS,12390,AMPLITEL,,,,,,,,,,,B (Low),A,POLE STEEL,28.8,2010-06-19,-32.517616899,137.837020588,NOT PAINTED,32.43733215332031,4.788748930457706
656,4679,3676,SA003676,19241,SA003676-4,Planned Maintenance,SA003676_STR_1,Light corrosion on hold down bolts base of metal jacket,2022-02-28,3C - PM3 - 2 Years,Treat (wire brush & cold gal) hold down bolts  suffering light corrosion on base of metal jacket.,2C - PM4 - 5 Years,PM3,Legacy Status: PM3,,,2023-09-21,275708_1,STR_1,IRM@excelriggingservices.com.au,,,ALDINGA SHOREFRONT CMTS,275708,AMPLITEL,,,,Oct  9 2023  9:37AM,2023-10-09,,Debby Kirkwood,,,,E (Very High),A,POLE STEEL,28.8,2011-02-16,-35.27214,138.44575,ENVIRONMENT / AESTHETIC,23.51122856140137,0.26715664634579445
657,4680,3765,SA003765,19352,SA003765-1,Planned Maintenance,SA003765_STR_1,1. Inspect Telstra's plant and equipment in accordance with EDMS document  AUD-7777 - 010623 F03 TIER-2 POLE INSPECTION.,2016-04-06,2D - PM2 - 12 Months,IP50004519. Inspect Telstra's plant and equipment in accordance with EDMS document  AUD-7777 - 010623 F03 TIER-2 POLE INSPECTION. 2. Complete a new Radio Structure Corrosion Report to comprehensively detail the severity of corrosion damage on the tower. Every element of the tower is to be inspected. 8.3. Email the completed IRM inspection report to: ~ Michael Armour at michael.c.armour@team.telstra.com.Note ~ Completed inspection reports [emails] must be no greater than 10 Meg in size. Send multiple emails if needed,1A - MON,FXD,Legacy Status: NID,SP14000181 WO0001,6/04/2016 12:00:00 AM,2016-07-31,12548_1,STR_1,michael.c.armour@team.telstra.com,,,WHYALLA JENKINS EXCHANGE,12548,AMPLITEL,2500,,,Jul 31 2016  9:59PM,,,IRM@excelriggingservices.com.au,,,,B (Low),A,POLE STEEL,30.0,2011-02-03,-33.02306281,137.512522115,ENVIRONMENT / AESTHETIC,26.95970344543457,6.334445904658115
658,4681,3852,SA003852,53081,SA003852-3,Minor Maintenance,SA003852_STR_1,"Many cracks, bleaching and corrosion staining in the grout base of the pole",2023-09-29,5C - PM2 - 12 Months,"PDS IP50039480_FY25_ARCHOS PLANNED MAINTENANCE PROGRAM_ MAINT. RPAS IRM 20-09-23:  Further investigation may be required into the structural grout base of the pole.  Many horizontal and vertical cracks exist, bleaching and some corrosion staining.																																						Repair Advise - Completed 26.09.2024.Original Scope: •	Remove the existing grout, clean out the base of the pole, check the foundation cage threads for corrosion, if in good condition grout the base with four drain holes, if suffering from corrosion follow Work Instruction: Refurbishment of Components Embedded in Concrete.Scope Completed:•	Removed the existing grout base of pole.•	Chipped around cage threads into foundation to expose extent of corrosion. •	Sand blasted, all corrosion from cage threads.•	Applied 1 x coat of Zincanode 202 to cage threads and outer base plate lip.•	Applied 1st coat of Durabuild STE to cage threads and outer base plate lip.•	Applied 2nd coat of Durabuild STE to cage threads and outer base plate.•	Installed 4 x new drains and Grouted pole base.•	Applied final over coat of Durabuild STE to outer pole base flange and Grout.",1A - MON,PM2,,MAINT,50039480,2024-11-05,281858_1,STR_1,Debby Kirkwood,,,FLAGSTAFF HILL NORTH EAST,281858,AMPLITEL,15000,,2024-09-28,Nov  5 2024 10:50AM,2024-11-05,2023-09-29,Adam Jaggard,2.0,,,B (Low),A,POLE STEEL,35.0,2015-11-20,-35.05088,138.5923,NOT PAINTED,187.4448089599609,7.0998339550545255
659,4682,4202,SA004202,46105,SA004202-2,Routine Maintenance,SA004202_STR_1,Drone IRM 01-02-22 claims to have found surface corrosion at the structure slip joint 15m.,2022-10-31,4B - PM3 - 4 Years,Inspect the 15m slip joint for corrosion.  Report on findings.,1E - NSV,PM3,,,,,296106_1,STR_1,Debby Kirkwood,,,NAIRNE CMTS,296106,AMPLITEL,,,2026-10-30,,,2022-10-31,,,,,B (Low),A,POLE STEEL,30.0,2015-02-04,-35.02221,138.91546,NOT PAINTED,462.9502868652344,36.31834637921745
